x,y,alpha,err
1.3000000000000000e+01,1.1000000000000000e+01,8.9988331469111515e-01,0.0000000000000000e+00
1.3000000000000000e+01,1.2000000000000000e+01,9.0310496190426615e-01,0.0000000000000000e+00
1.3000000000000000e+01,1.3000000000000000e+01,9.0625996633046135e-01,0.0000000000000000e+00
1.3000000000000000e+01,1.4000000000000000e+01,9.0932782773103471e-01,0.0000000000000000e+00
1.3000000000000000e+01,1.5000000000000000e+01,9.1229443148684908e-01,1.1102230246251565e-16
1.3000000000000000e+01,1.6000000000000000e+01,9.1515077850732307e-01,1.1102230246251565e-16
1.3000000000000000e+01,1.7000000000000000e+01,9.1789186678158152e-01,1.1102230246251565e-16
1.3000000000000000e+01,1.8000000000000000e+01,9.2051574591677510e-01,1.1102230246251565e-16
1.3000000000000000e+01,1.9000000000000000e+01,9.2302274163971909e-01,1.1102230246251565e-16
1.3000000000000000e+01,2.0000000000000000e+01,9.2541483436837946e-01,0.0000000000000000e+00
1.3000000000000000e+01,2.1000000000000000e+01,9.2769517056621165e-01,0.0000000000000000e+00
1.3000000000000000e+01,2.2000000000000000e+01,9.2986768465621183e-01,0.0000000000000000e+00
1.3000000000000000e+01,2.3000000000000000e+01,9.3193681073077006e-01,1.1102230246251565e-16
1.3000000000000000e+01,2.4000000000000000e+01,9.3390726584128958e-01,1.1102230246251565e-16
1.3000000000000000e+01,2.5000000000000000e+01,9.3578388951758762e-01,0.0000000000000000e+00
1.3000000000000000e+01,2.6000000000000000e+01,9.3757152693446699e-01,0.0000000000000000e+00
1.3000000000000000e+01,2.7000000000000000e+01,9.3927494561382452e-01,0.0000000000000000e+00
1.3000000000000000e+01,2.8000000000000000e+01,9.4089877765545382e-01,0.0000000000000000e+00
1.3000000000000000e+01,2.9000000000000000e+01,9.4244748122782440e-01,1.1102230246251565e-16
1.3000000000000000e+01,3.0000000000000000e+01,9.4392531645489230e-01,0.0000000000000000e+00
1.3000000000000000e+01,3.1000000000000000e+01,9.4533633195285494e-01,0.0000000000000000e+00
1.3000000000000000e+01,3.2000000000000000e+01,9.4668435915013582e-01,1.1102230246251565e-16
1.3000000000000000e+01,3.3000000000000000e+01,9.4797301220964181e-01,1.1102230246251565e-16
1.3000000000000000e+01,3.4000000000000000e+01,9.4920569190346338e-01,2.2204460492503131e-16
1.3000000000000000e+01,3.5000000000000000e+01,9.5038559219935526e-01,1.1102230246251565e-16
1.3000000000000000e+01,3.6000000000000000e+01,9.5151570863208101e-01,1.1102230246251565e-16
1.3000000000000000e+01,3.7000000000000000e+01,9.5259884777237325e-01,1.1102230246251565e-16
1.3000000000000000e+01,3.8000000000000000e+01,9.5363763728865281e-01,0.0000000000000000e+00
1.3000000000000000e+01,3.9000000000000000e+01,9.5463453623496541e-01,2.2204460492503131e-16
1.3000000000000000e+01,4.0000000000000000e+01,9.5559184530308339e-01,0.0000000000000000e+00
1.3000000000000000e+01,4.1000000000000000e+01,9.5651171685533554e-01,0.0000000000000000e+00
1.3000000000000000e+01,4.2000000000000000e+01,9.5739616461356980e-01,0.0000000000000000e+00
1.3000000000000000e+01,4.3000000000000000e+01,9.5824707292345479e-01,0.0000000000000000e+00
1.3000000000000000e+01,4.4000000000000000e+01,9.5906620554567756e-01,1.1102230246251565e-16
1.3000000000000000e+01,4.5000000000000000e+01,9.5985521394926987e-01,0.0000000000000000e+00
1.3000000000000000e+01,4.6000000000000000e+01,9.6061564509940778e-01,0.0000000000000000e+00
1.3000000000000000e+01,4.7000000000000000e+01,9.6134894874419685e-01,1.1102230246251565e-16
1.3000000000000000e+01,4.8000000000000000e+01,9.6205648421340240e-01,0.0000000000000000e+00
1.3000000000000000e+01,4.9000000000000000e+01,9.6273952674775753e-01,1.1102230246251565e-16
1.3000000000000000e+01,5.0000000000000000e+01,9.6339927338109044e-01,1.1102230246251565e-16
1.3000000000000000e+01,5.1000000000000000e+01,9.6403684839960324e-01,0.0000000000000000e+00
1.3000000000000000e+01,5.2000000000000000e+01,9.6465330840360941e-01,1.1102230246251565e-16
1.3000000000000000e+01,5.3000000000000000e+01,9.6524964699722426e-01,1.1102230246251565e-16
1.3000000000000000e+01,5.4000000000000000e+01,9.6582679913111225e-01,1.1102230246251565e-16
1.3000000000000000e+01,5.5000000000000000e+01,9.6638564512263025e-01,1.1102230246251565e-16
1.3000000000000000e+01,5.6000000000000000e+01,9.6692701437667172e-01,1.1102230246251565e-16
1.3000000000000000e+01,5.7000000000000000e+01,9.6745168882933141e-01,1.1102230246251565e-16
1.3000000000000000e+01,5.8000000000000000e+01,9.6796040613523460e-01,1.1102230246251565e-16
1.3000000000000000e+01,5.9000000000000000e+01,9.6845386261806132e-01,1.1102230246251565e-16
1.3000000000000000e+01,6.0000000000000000e+01,9.6893271600248854e-01,1.1102230246251565e-16
1.3000000000000000e+01,6.1000000000000000e+01,9.6939758794449038e-01,1.1102230246251565e-16
1.3000000000000000e+01,6.2000000000000000e+01,9.6984906637569901e-01,0.0000000000000000e+00
1.3000000000000000e+01,6.3000000000000000e+01,9.7028770767635186e-01,0.0000000000000000e+00
1.3000000000000000e+01,6.4000000000000000e+01,9.7071403869023676e-01,1.1102230246251565e-16
1.3000000000000000e+01,6.5000000000000000e+01,9.7112855859399549e-01,1.1102230246251565e-16
1.3000000000000000e+01,6.6000000000000000e+01,9.7153174063217462e-01,1.1102230246251565e-16
1.4000000000000000e+01,3.0000000000000000e+00,8.8410034308908392e-01,0.0000000000000000e+00
1.4000000000000000e+01,4.0000000000000000e+00,8.8571175369959476e-01,1.1102230246251565e-16
1.4000000000000000e+01,5.0000000000000000e+00,8.8768189482144177e-01,0.0000000000000000e+00
1.4000000000000000e+01,6.0000000000000000e+00,8.8994853979683675e-01,0.0000000000000000e+00
1.4000000000000000e+01,7.0000000000000000e+00,8.9244792792698058e-01,0.0000000000000000e+00
1.4000000000000000e+01,8.0000000000000000e+00,8.9511867977126780e-01,0.0000000000000000e+00
1.4000000000000000e+01,9.0000000000000000e+00,8.9790461075006955e-01,0.0000000000000000e+00
1.4000000000000000e+01,1.0000000000000000e+01,9.0075642391678423e-01,0.0000000000000000e+00
1.4000000000000000e+01,1.1000000000000000e+01,9.0363243479438426e-01,0.0000000000000000e+00
1.4000000000000000e+01,1.2000000000000000e+01,9.0649856206714707e-01,1.1102230246251565e-16
1.4000000000000000e+01,1.3000000000000000e+01,9.0932782773103471e-01,0.0000000000000000e+00
1.4000000000000000e+01,1.4000000000000000e+01,9.1209957770331207e-01,1.1102230246251565e-16
1.4000000000000000e+01,1.5000000000000000e+01,9.1479858389670965e-01,1.1102230246251565e-16
1.4000000000000000e+01,1.6000000000000000e+01,9.1741413804441008e-01,1.1102230246251565e-16
1.4000000000000000e+01,1.7000000000000000e+01,9.1993920469588697e-01,0.0000000000000000e+00
1.4000000000000000e+01,1.8000000000000000e+01,9.2236966859270664e-01,0.0000000000000000e+00
1.4000000000000000e+01,1.9000000000000000e+01,9.2470368959447480e-01,1.1102230246251565e-16
1.4000000000000000e+01,2.0000000000000000e+01,9.2694116455231612e-01,0.0000000000000000e+00
1.4000000000000000e+01,2.1000000000000000e+01,9.2908328781421179e-01,0.0000000000000000e+00
1.4000000000000000e+01,2.2000000000000000e+01,9.3113219843316142e-01,0.0000000000000000e+00
1.4000000000000000e+01,2.3000000000000000e+01,9.3309070111019832e-01,0.0000000000000000e+00
1.4000000000000000e+01,2.4000000000000000e+01,9.3496204835152219e-01,1.1102230246251565e-16
1.4000000000000000e+01,2.5000000000000000e+01,9.3674977252679370e-01,1.1102230246251565e-16
1.4000000000000000e+01,2.6000000000000000e+01,9.3845755802919384e-01,0.0000000000000000e+00
1.4000000000000000e+01,2.7000000000000000e+01,9.4008914529077958e-01,0.0000000000000000e+00
1.4000000000000000e+01,2.8000000000000000e+01,9.4164825985633749e-01,2.2204460492503131e-16
1.4000000000000000e+01,2.9000000000000000e+01,9.4313856099992943e-01,0.0000000000000000e+00
1.4000000000000000e+01,3.0000000000000000e+01,9.4456360546081508e-01,1.1102230246251565e-16
1.4000000000000000e+01,3.1000000000000000e+01,9.4592682278466367e-01,1.1102230246251565e-16
1.4000000000000000e+01,3.2000000000000000e+01,9.4723149949947993e-01,0.0000000000000000e+00
1.4000000000000000e+01,3.3000000000000000e+01,9.4848076995581809e-01,1.1102230246251565e-16
1.4000000000000000e+01,3.4000000000000000e+01,9.4967761214050783e-01,0.0000000000000000e+00
1.4000000000000000e+01,3.5000000000000000e+01,9.5082484715355398e-01,1.1102230246251565e-16
1.4000000000000000e+01,3.6000000000000000e+01,9.5192514133778372e-01,0.0000000000000000e+00
1.4000000000000000e+01,3.7000000000000000e+01,9.5298101028609206e-01,1.1102230246251565e-16
1.4000000000000000e+01,3.8000000000000000e+01,9.5399482413494940e-01,0.0000000000000000e+00
1.4000000000000000e+01,3.9000000000000000e+01,9.5496881369592468e-01,1.1102230246251565e-16
1.4000000000000000e+01,4.0000000000000000e+01,9.5590507708800243e-01,1.1102230246251565e-16
1.4000000000000000e+01,4.1000000000000000e+01,9.5680558661934467e-01,1.1102230246251565e-16
1.4000000000000000e+01,4.2000000000000000e+01,9.5767219573335538e-01,0.0000000000000000e+00
1.4000000000000000e+01,4.3000000000000000e+01,9.5850664588476564e-01,0.0000000000000000e+00
1.4000000000000000e+01,4.4000000000000000e+01,9.5931057325038360e-01,1.1102230246251565e-16
1.4000000000000000e+01,4.5000000000000000e+01,9.6008551520880403e-01,0.0000000000000000e+00
1.4000000000000000e+01,4.6000000000000000e+01,9.6083291654583214e-01,0.0000000000000000e+00
1.4000000000000000e+01,4.7000000000000000e+01,9.6155413535927692e-01,1.1102230246251565e-16
1.4000000000000000e+01,4.8000000000000000e+01,9.6225044864937626e-01,1.1102230246251565e-16
1.4000000000000000e+01,4.9000000000000000e+01,9.6292305759041097e-01,1.1102230246251565e-16
1.4000000000000000e+01,5.0000000000000000e+01,9.6357309248582879e-01,0.0000000000000000e+00
1.4000000000000000e+01,5.1000000000000000e+01,9.6420161741400889e-01,1.1102230246251565e-16
1.4000000000000000e+01,5.2000000000000000e+01,9.6480963457513647e-01,0.0000000000000000e+00
1.4000000000000000e+01,5.3000000000000000e+01,9.6539808835185981e-01,0.0000000000000000e+00
1.4000000000000000e+01,5.4000000000000000e+01,9.6596786909777455e-01,0.0000000000000000e+00
1.4000000000000000e+01,5.5000000000000000e+01,9.6651981666850284e-01,2.2204460492503131e-16
1.4000000000000000e+01,5.6000000000000000e+01,9.6705472371040435e-01,0.0000000000000000e+00
1.4000000000000000e+01,5.7000000000000000e+01,9.6757333872187945e-01,2.2204460492503131e-16
1.4000000000000000e+01,5.8000000000000000e+01,9.6807636890190241e-01,0.0000000000000000e+00
1.4000000000000000e+01,5.9000000000000000e+01,9.6856448279993779e-01,1.1102230246251565e-16
1.4000000000000000e+01,6.0000000000000000e+01,9.6903831278078978e-01,0.0000000000000000e+00
1.4000000000000000e+01,6.1000000000000000e+01,9.6949845731726325e-01,1.1102230246251565e-16
1.4000000000000000e+01,6.2000000000000000e+01,9.6994548312280682e-01,1.1102230246251565e-16
1.4000000000000000e+01,6.3000000000000000e+01,9.7037992713558296e-01,1.1102230246251565e-16
1.4000000000000000e+01,6.4000000000000000e+01,9.7080229836468868e-01,0.0000000000000000e+00
1.4000000000000000e+01,6.5000000000000000e+01,9.7121307960854220e-01,0.0000000000000000e+00
1.4000000000000000e+01,6.6000000000000000e+01,9.7161272905477070e-01,1.1102230246251565e-16
1.5000000000000000e+01,3.0000000000000000e+00,8.9034517025002902e-01,0.0000000000000000e+00
1.5000000000000000e+01,4.0000000000000000e+00,8.9169825792002055e-01,1.1102230246251565e-16
1.5000000000000000e+01,5.0000000000000000e+00,8.9336214744152609e-01,1.1102230246251565e-16
1.5000000000000000e+01,6.0000000000000000e+00,8.9528930978873167e-01,0.0000000000000000e+00
1.5000000000000000e+01,7.0000000000000000e+00,8.9743004860306963e-01,0.0000000000000000e+00
1.5000000000000000e+01,8.0000000000000000e+00,8.9973541084243724e-01,1.1102230246251565e-16
1.5000000000000000e+01,9.0000000000000000e+00,9.0215943476224825e-01,0.0000000000000000e+00
1.5000000000000000e+01,1.0000000000000000e+01,9.0466066604110873e-01,1.1102230246251565e-16
1.5000000000000000e+01,1.1000000000000000e+01,9.0720299263483284e-01,1.1102230246251565e-16
1.5000000000000000e+01,1.2000000000000000e+01,9.0975591962262148e-01,1.1102230246251565e-16
1.5000000000000000e+01,1.3000000000000000e+01,9.1229443148684908e-01,1.1102230246251565e-16
1.5000000000000000e+01,1.4000000000000000e+01,9.1479858389670965e-01,1.1102230246251565e-16
1.5000000000000000e+01,1.5000000000000000e+01,9.1725294424560011e-01,0.0000000000000000e+00
1.5000000000000000e+01,1.6000000000000000e+01,9.1964597115558466e-01,0.0000000000000000e+00
1.5000000000000000e+01,1.7000000000000000e+01,9.2196939508958398e-01,0.0000000000000000e+00
1.5000000000000000e+01,1.8000000000000000e+01,9.2421763870552121e-01,0.0000000000000000e+00
1.5000000000000000e+01,1.9000000000000000e+01,9.2638729775773276e-01,0.0000000000000000e+00
1.5000000000000000e+01,2.0000000000000000e+01,9.2847669088525930e-01,1.1102230246251565e-16
1.5000000000000000e+01,2.1000000000000000e+01,9.3048547857514308e-01,1.1102230246251565e-16
1.5000000000000000e+01,2.2000000000000000e+01,9.3241434685443292e-01,1.1102230246251565e-16
1.5000000000000000e+01,2.3000000000000000e+01,9.3426474885111832e-01,0.0000000000000000e+00
1.5000000000000000e+01,2.4000000000000000e+01,9.3603869647221438e-01,1.1102230246251565e-16
1.5000000000000000e+01,2.5000000000000000e+01,9.3773859448486152e-01,1.1102230246251565e-16
1.5000000000000000e+01,2.6000000000000000e+01,9.3936710984184590e-01,0.0000000000000000e+00
1.5000000000000000e+01,2.7000000000000000e+01,9.4092706989520369e-01,0.0000000000000000e+00
1.5000000000000000e+01,2.8000000000000000e+01,9.4242138402164888e-01,0.0000000000000000e+00
1.5000000000000000e+01,2.9000000000000000e+01,9.4385298404313345e-01,0.0000000000000000e+00
1.5000000000000000e+01,3.0000000000000000e+01,9.4522477961308293e-01,0.0000000000000000e+00
1.5000000000000000e+01,3.1000000000000000e+01,9.4653962543112724e-01,1.1102230246251565e-16
1.5000000000000000e+01,3.2000000000000000e+01,9.4780029774133212e-01,0.0000000000000000e+00
1.5000000000000000e+01,3.3000000000000000e+01,9.4900947806557423e-01,1.1102230246251565e-16
1.5000000000000000e+01,3.4000000000000000e+01,9.5016974253418274e-01,1.1102230246251565e-16
1.5000000000000000e+01,3.5000000000000000e+01,9.5128355551147648e-01,0.0000000000000000e+00
1.5000000000000000e+01,3.6000000000000000e+01,9.5235326648573349e-01,1.1102230246251565e-16
1.5000000000000000e+01,3.7000000000000000e+01,9.5338110941199128e-01,1.1102230246251565e-16
1.5000000000000000e+01,3.8000000000000000e+01,9.5436920387129454e-01,0.0000000000000000e+00
1.5000000000000000e+01,3.9000000000000000e+01,9.5531955754965747e-01,1.1102230246251565e-16
1.5000000000000000e+01,4.0000000000000000e+01,9.5623406965089408e-01,0.0000000000000000e+00
1.5000000000000000e+01,4.1000000000000000e+01,9.5711453494522569e-01,0.0000000000000000e+00
1.5000000000000000e+01,4.2000000000000000e+01,9.5796264822481825e-01,1.1102230246251565e-16
1.5000000000000000e+01,4.3000000000000000e+01,9.5878000899188676e-01,1.1102230246251565e-16
1.5000000000000000e+01,4.4000000000000000e+01,9.5956812624775323e-01,1.1102230246251565e-16
1.5000000000000000e+01,4.5000000000000000e+01,9.6032842328468082e-01,0.0000000000000000e+00
1.5000000000000000e+01,4.6000000000000000e+01,9.6106224240838511e-01,0.0000000000000000e+00
1.5000000000000000e+01,4.7000000000000000e+01,9.6177084953937730e-01,1.1102230246251565e-16
1.5000000000000000e+01,4.8000000000000000e+01,9.6245543865696204e-01,0.0000000000000000e+00
1.5000000000000000e+01,4.9000000000000000e+01,9.6311713606176819e-01,0.0000000000000000e+00
1.5000000000000000e+01,5.0000000000000000e+01,9.6375700444191248e-01,1.1102230246251565e-16
1.5000000000000000e+01,5.1000000000000000e+01,9.6437604673488386e-01,1.1102230246251565e-16
1.5000000000000000e+01,5.2000000000000000e+01,9.6497520978249096e-01,0.0000000000000000e+00
1.5000000000000000e+01,5.3000000000000000e+01,9.6555538778010930e-01,0.0000000000000000e+00
1.5000000000000000e+01,5.4000000000000000e+01,9.6611742552429181e-01,0.0000000000000000e+00
1.5000000000000000e+01,5.5000000000000000e+01,9.6666212146482866e-01,1.1102230246251565e-16
1.5000000000000000e+01,5.6000000000000000e+01,9.6719023056871911e-01,0.0000000000000000e+00
1.5000000000000000e+01,5.7000000000000000e+01,9.6770246700441198e-01,0.0000000000000000e+00
1.5000000000000000e+01,5.8000000000000000e+01,9.6819950665520216e-01,1.1102230246251565e-16
1.5000000000000000e+01,5.9000000000000000e+01,9.6868198947090689e-01,0.0000000000000000e+00
1.5000000000000000e+01,6.0000000000000000e+01,9.6915052166698978e-01,1.1102230246251565e-16
1.5000000000000000e+01,6.1000000000000000e+01,9.6960567778017603e-01,0.0000000000000000e+00
1.5000000000000000e+01,6.2000000000000000e+01,9.7004800258937729e-01,1.1102230246251565e-16
1.5000000000000000e+01,6.3000000000000000e+01,9.7047801291043490e-01,0.0000000000000000e+00
1.5000000000000000e+01,6.4000000000000000e+01,9.7089619927283433e-01,1.1102230246251565e-16
1.5000000000000000e+01,6.5000000000000000e+01,9.7130302748614983e-01,1.1102230246251565e-16
1.5000000000000000e+01,6.6000000000000000e+01,9.7169894010357172e-01,2.2204460492503131e-16
1.6000000000000000e+01,3.0000000000000000e+00,8.9596309630596582e-01,1.1102230246251565e-16
1.6000000000000000e+01,4.0000000000000000e+00,8.9710974713180791e-01,0.0000000000000000e+00
1.6000000000000000e+01,5.0000000000000000e+00,8.9852663790804577e-01,0.0000000000000000e+00
1.6000000000000000e+01,6.0000000000000000e+00,9.0017705592832220e-01,0.0000000000000000e+00
1.6000000000000000e+01,7.0000000000000000e+00,9.0202195634918669e-01,1.1102230246251565e-16
1.6000000000000000e+01,8.0000000000000000e+00,9.0402212493303680e-01,0.0000000000000000e+00
1.6000000000000000e+01,9.0000000000000000e+00,9.0613994400550246e-01,1.1102230246251565e-16
1.6000000000000000e+01,1.0000000000000000e+01,9.0834068327516071e-01,0.0000000000000000e+00
1.6000000000000000e+01,1.1000000000000000e+01,9.1059331765073104e-01,0.0000000000000000e+00
1.6000000000000000e+01,1.2000000000000000e+01,9.1287092917527690e-01,0.0000000000000000e+00
1.6000000000000000e+01,1.3000000000000000e+01,9.1515077850732307e-01,1.1102230246251565e-16
1.6000000000000000e+01,1.4000000000000000e+01,9.1741413804441008e-01,1.1102230246251565e-16
1.6000000000000000e+01,1.5000000000000000e+01,9.1964597115558466e-01,0.0000000000000000e+00
1.6000000000000000e+01,1.6000000000000000e+01,9.2183452700452972e-01,0.0000000000000000e+00
1.6000000000000000e+01,1.7000000000000000e+01,9.2397090331417353e-01,0.0000000000000000e+00
1.6000000000000000e+01,1.8000000000000000e+01,9.2604861338018951e-01,0.0000000000000000e+00
1.6000000000000000e+01,1.9000000000000000e+01,9.2806318027243240e-01,0.0000000000000000e+00
1.6000000000000000e+01,2.0000000000000000e+01,9.3001177092775489e-01,1.1102230246251565e-16
1.6000000000000000e+01,2.1000000000000000e+01,9.3189287554083700e-01,0.0000000000000000e+00
1.6000000000000000e+01,2.2000000000000000e+01,9.3370603280935316e-01,0.0000000000000000e+00
1.6000000000000000e+01,2.3000000000000000e+01,9.3545159861766192e-01,0.0000000000000000e+00
1.6000000000000000e+01,2.4000000000000000e+01,9.3713055412359725e-01,0.0000000000000000e+00
1.6000000000000000e+01,2.5000000000000000e+01,9.3874434851265798e-01,1.1102230246251565e-16
1.6000000000000000e+01,2.6000000000000000e+01,9.4029477157200236e-01,0.0000000000000000e+00
1.6000000000000000e+01,2.7000000000000000e+01,9.4178385147444388e-01,1.1102230246251565e-16
1.6000000000000000e+01,2.8000000000000000e+01,9.4321377358626135e-01,1.1102230246251565e-16
1.6000000000000000e+01,2.9000000000000000e+01,9.4458681661488009e-01,0.0000000000000000e+00
1.6000000000000000e+01,3.0000000000000000e+01,9.4590530292691732e-01,1.1102230246251565e-16
1.6000000000000000e+01,3.1000000000000000e+01,9.4717156035533623e-01,0.0000000000000000e+00
1.6000000000000000e+01,3.2000000000000000e+01,9.4838789325674122e-01,0.0000000000000000e+00
1.6000000000000000e+01,3.3000000000000000e+01,9.4955656096817054e-01,0.0000000000000000e+00
1.6000000000000000e+01,3.4000000000000000e+01,9.5067976214622729e-01,1.1102230246251565e-16
1.6000000000000000e+01,3.5000000000000000e+01,9.5175962375314227e-01,0.0000000000000000e+00
1.6000000000000000e+01,3.6000000000000000e+01,9.5279819368949126e-01,0.0000000000000000e+00
1.6000000000000000e+01,3.7000000000000000e+01,9.5379743626763869e-01,1.1102230246251565e-16
1.6000000000000000e+01,3.8000000000000000e+01,9.5475922987942907e-01,1.1102230246251565e-16
1.6000000000000000e+01,3.9000000000000000e+01,9.5568536634166379e-01,0.0000000000000000e+00
1.6000000000000000e+01,4.0000000000000000e+01,9.5657755150841517e-01,0.0000000000000000e+00
1.6000000000000000e+01,4.1000000000000000e+01,9.5743740682449718e-01,0.0000000000000000e+00
1.6000000000000000e+01,4.2000000000000000e+01,9.5826647156309241e-01,0.0000000000000000e+00
1.6000000000000000e+01,4.3000000000000000e+01,9.5906620554567756e-01,1.1102230246251565e-16
1.6000000000000000e+01,4.4000000000000000e+01,9.5983799218655053e-01,1.1102230246251565e-16
1.6000000000000000e+01,4.5000000000000000e+01,9.6058314173953363e-01,0.0000000000000000e+00
1.6000000000000000e+01,4.6000000000000000e+01,9.6130289465252750e-01,1.1102230246251565e-16
1.6000000000000000e+01,4.7000000000000000e+01,9.6199842495791954e-01,0.0000000000000000e+00
1.6000000000000000e+01,4.8000000000000000e+01,9.6267084364455080e-01,1.1102230246251565e-16
1.6000000000000000e+01,4.9000000000000000e+01,9.6332120197091853e-01,0.0000000000000000e+00
1.6000000000000000e+01,5.0000000000000000e+01,9.6395049469030492e-01,0.0000000000000000e+00
1.6000000000000000e+01,5.1000000000000000e+01,9.6455966316714803e-01,0.0000000000000000e+00
1.6000000000000000e+01,5.2000000000000000e+01,9.6514959837070513e-01,0.0000000000000000e+00
1.6000000000000000e+01,5.3000000000000000e+01,9.6572114373728268e-01,1.1102230246251565e-16
1.6000000000000000e+01,5.4000000000000000e+01,9.6627509789632715e-01,1.1102230246251565e-16
1.6000000000000000e+01,5.5000000000000000e+01,9.6681221725874000e-01,1.1102230246251565e-16
1.6000000000000000e+01,5.6000000000000000e+01,9.6733321846809517e-01,1.1102230246251565e-16
1.6000000000000000e+01,5.7000000000000000e+01,9.6783878071715013e-01,1.1102230246251565e-16
1.6000000000000000e+01,5.8000000000000000e+01,9.6832954793329762e-01,0.0000000000000000e+00
1.6000000000000000e+01,5.9000000000000000e+01,9.6880613083747613e-01,0.0000000000000000e+00
1.6000000000000000e+01,6.0000000000000000e+01,9.6926910888166129e-01,0.0000000000000000e+00
1.6000000000000000e+01,6.1000000000000000e+01,9.6971903207042187e-01,0.0000000000000000e+00
1.6000000000000000e+01,6.2000000000000000e+01,9.7015642267222857e-01,1.1102230246251565e-16
1.6000000000000000e+01,6.3000000000000000e+01,9.7058177682627356e-01,1.1102230246251565e-16
1.6000000000000000e+01,6.4000000000000000e+01,9.7099556605052328e-01,0.0000000000000000e+00
1.6000000000000000e+01,6.5000000000000000e+01,9.7139823865662944e-01,1.1102230246251565e-16
1.6000000000000000e+01,6.6000000000000000e+01,9.7179022107716351e-01,1.1102230246251565e-16
1.7000000000000000e+01,3.0000000000000000e+00,9.0104213500527508e-01,0.0000000000000000e+00
1.7000000000000000e+01,4.0000000000000000e+00,9.0202195634918669e-01,1.1102230246251565e-16
1.7000000000000000e+01,5.0000000000000000e+00,9.0323768753243183e-01,1.1102230246251565e-16
1.7000000000000000e+01,6.0000000000000000e+00,9.0466066604110873e-01,1.1102230246251565e-16
1.7000000000000000e+01,7.0000000000000000e+00,9.0625996633046135e-01,0.0000000000000000e+00
1.7000000000000000e+01,8.0000000000000000e+00,9.0800401162491162e-01,2.2204460492503131e-16
1.7000000000000000e+01,9.0000000000000000e+00,9.0986194978399371e-01,1.1102230246251565e-16
1.7000000000000000e+01,1.0000000000000000e+01,9.1180472179535244e-01,0.0000000000000000e+00
1.7000000000000000e+01,1.1000000000000000e+01,9.1380580454111227e-01,0.0000000000000000e+00
1.7000000000000000e+01,1.2000000000000000e+01,9.1584164985533278e-01,0.0000000000000000e+00
1.7000000000000000e+01,1.3000000000000000e+01,9.1789186678158152e-01,1.1102230246251565e-16
1.7000000000000000e+01,1.4000000000000000e+01,9.1993920469588697e-01,0.0000000000000000e+00
1.7000000000000000e+01,1.5000000000000000e+01,9.2196939508958398e-01,0.0000000000000000e+00
1.7000000000000000e+01,1.6000000000000000e+01,9.2397090331417353e-01,0.0000000000000000e+00
1.7000000000000000e+01,1.7000000000000000e+01,9.2593463194278103e-01,0.0000000000000000e+00
1.7000000000000000e+01,1.8000000000000000e+01,9.2785360709857123e-01,1.1102230246251565e-16
1.7000000000000000e+01,1.9000000000000000e+01,9.2972266965660988e-01,1.1102230246251565e-16
1.7000000000000000e+01,2.0000000000000000e+01,9.3153818537216093e-01,0.0000000000000000e+00
1.7000000000000000e+01,2.1000000000000000e+01,9.3329778191930990e-01,0.0000000000000000e+00
1.7000000000000000e+01,2.2000000000000000e+01,9.3500011642094605e-01,0.0000000000000000e+00
1.7000000000000000e+01,2.3000000000000000e+01,9.3664467404970853e-01,0.0000000000000000e+00
1.7000000000000000e+01,2.4000000000000000e+01,9.3823159637417808e-01,1.1102230246251565e-16
1.7000000000000000e+01,2.5000000000000000e+01,9.3976153702847431e-01,1.1102230246251565e-16
1.7000000000000000e+01,2.6000000000000000e+01,9.4123554175460999e-01,1.1102230246251565e-16
1.7000000000000000e+01,2.7000000000000000e+01,9.4265494971553776e-01,1.1102230246251565e-16
1.7000000000000000e+01,2.8000000000000000e+01,9.4402131306152470e-01,1.1102230246251565e-16
1.7000000000000000e+01,2.9000000000000000e+01,9.4533633195285494e-01,0.0000000000000000e+00
1.7000000000000000e+01,3.0000000000000000e+01,9.4660180252943471e-01,0.0000000000000000e+00
1.7000000000000000e+01,3.1000000000000000e+01,9.4781957562810093e-01,1.1102230246251565e-16
1.7000000000000000e+01,3.2000000000000000e+01,9.4899152435379386e-01,1.1102230246251565e-16
1.7000000000000000e+01,3.3000000000000000e+01,9.5011951889558066e-01,1.1102230246251565e-16
1.7000000000000000e+01,3.4000000000000000e+01,9.5120540723493785e-01,1.1102230246251565e-16
1.7000000000000000e+01,3.5000000000000000e+01,9.5225100061892287e-01,0.0000000000000000e+00
1.7000000000000000e+01,3.6000000000000000e+01,9.5325806286512182e-01,1.1102230246251565e-16
1.7000000000000000e+01,3.7000000000000000e+01,9.5422830273054815e-01,1.1102230246251565e-16
1.7000000000000000e+01,3.8000000000000000e+01,9.5516336871580432e-01,1.1102230246251565e-16
1.7000000000000000e+01,3.9000000000000000e+01,9.5606484579199680e-01,0.0000000000000000e+00
1.7000000000000000e+01,4.0000000000000000e+01,9.5693425363424733e-01,0.0000000000000000e+00
1.7000000000000000e+01,4.1000000000000000e+01,9.5777304602511804e-01,1.1102230246251565e-16
1.7000000000000000e+01,4.2000000000000000e+01,9.5858261115655019e-01,0.0000000000000000e+00
1.7000000000000000e+01,4.3000000000000000e+01,9.5936427261231805e-01,0.0000000000000000e+00
1.7000000000000000e+01,4.4000000000000000e+01,9.6011929085656145e-01,2.2204460492503131e-16
1.7000000000000000e+01,4.5000000000000000e+01,9.6084886508938716e-01,1.1102230246251565e-16
